city,streetAddress,zipcode,latitude,longitude,propertyTaxRate,garageSpaces,hasAssociation,hasCooling,hasGarage,hasHeating,hasSpa,hasView,homeType,parkingSpaces,yearBuilt,latestPrice,numPriceChanges,latest_saledate,latest_salemonth,latest_saleyear,numOfPhotos,numOfAccessibilityFeatures,numOfAppliances,numOfParkingFeatures,numOfPatioAndPorchFeatures,numOfSecurityFeatures,numOfWaterfrontFeatures,numOfWindowFeatures,numOfCommunityFeatures,lotSizeSqFt,livingAreaSqFt,numOfPrimarySchools,numOfElementarySchools,numOfMiddleSchools,numOfHighSchools,avgSchoolDistance,avgSchoolRating,avgSchoolSize,MedianStudentsPerTeacher,numOfBathrooms,numOfBedrooms,numOfStories,houseAge,pricePerSqFt
austin,4801 Everglade Dr,78745,30.22312927246093,-97.79067993164062,1.98,2,False,True,True,True,False,True,Single Family,2,1958,799000.0,3,2020-08-31,8,2020,76,0,8,2,1,2,0,0,0,9801.0,1883.0,1,0,1,1,1.2666666666666666,4.0,803,12,3.0,4,1,67,424.3228890069039
austin,3213 John Campbells Trl,78735,30.23523712158203,-97.80921173095705,1.98,1,False,True,True,True,False,False,Single Family,1,1962,299900.0,1,2020-01-17,1,2020,9,0,1,2,0,0,0,0,0,9365.0,2027.0,1,0,1,1,3.5,5.666666666666668,1332,16,2.0,4,1,63,147.95263936852493
austin,10400 Orourk Ln,78739,30.19496917724609,-97.88919830322266,1.98,0,True,True,False,True,False,False,Single Family,0,1988,400000.0,9,2018-02-03,2,2018,33,0,3,1,0,0,0,0,0,11325.6,3086.0,1,0,1,1,1.2333333333333334,9.0,1755,18,3.0,3,2,37,129.61762799740765
austin,8708 Puckett Ct,78749,30.20340156555176,-97.85710144042967,1.98,0,True,True,False,True,False,True,Single Family,0,1998,397500.0,1,2020-01-13,1,2020,28,0,1,1,1,2,0,0,0,8537.0,2162.0,1,0,1,1,1.4,6.666666666666668,1460,16,3.0,3,2,27,183.85753931544866
austin,2311 Whitestone Dr,78745,30.21686935424805,-97.80329895019533,1.98,0,False,True,False,True,False,False,Single Family,0,1971,395000.0,3,2020-03-02,3,2020,32,0,3,0,2,1,0,0,0,9060.0,1687.0,1,0,1,1,1.0333333333333334,4.666666666666667,890,14,2.0,3,1,54,234.14344991108476
austin,11408 Naples Cv,78739,30.18881416320801,-97.90237426757812,1.98,2,True,True,True,True,False,False,Single Family,2,2005,580000.0,2,2020-08-14,8,2020,38,0,3,2,2,1,0,2,0,10018.0,2800.0,1,0,1,1,1.6333333333333335,8.666666666666666,1664,18,2.0,4,1,20,207.14285714285714
austin,1218 Radam Cir,78745,30.21512031555176,-97.78863525390624,1.98,0,False,True,False,True,False,True,Single Family,0,1972,249997.0,8,2019-08-23,8,2019,38,0,4,1,1,1,0,0,0,15245.999999999998,1555.0,1,0,1,1,0.8333333333333334,4.0,925,14,2.0,4,1,53,160.76977491961415
austin,3218 Barton View Dr,78735,30.23526954650879,-97.81005096435548,1.98,1,False,True,True,True,False,False,Single Family,1,1962,249900.0,5,2018-06-08,6,2018,19,0,7,2,0,0,0,0,0,9408.0,1105.0,1,0,1,1,3.5,5.666666666666668,1332,16,1.0,2,1,63,226.15384615384616
austin,6423 Old Harbor Ln,78739,30.192344665527344,-97.89179229736328,1.98,0,True,True,False,True,False,False,Single Family,0,1989,449000.0,6,2018-12-01,12,2018,33,0,4,2,0,0,0,0,0,8363.0,3615.0,1,0,1,1,1.3666666666666665,9.0,1755,18,4.0,5,2,36,124.20470262793914
austin,4429 E Hove Loop,78749,30.201190948486328,-97.85465240478516,1.98,0,True,True,False,True,False,False,Single Family,0,1999,374500.0,3,2018-11-02,11,2018,23,0,4,1,0,0,0,0,0,6185.0,2023.0,1,0,1,1,1.2666666666666666,6.666666666666668,1460,16,3.0,4,2,26,185.12110726643598
austin,1708 Fair Oaks Dr,78745,30.21848106384277,-97.79293060302734,1.98,0,False,True,False,True,False,False,Single Family,0,2018,200000.0,8,2018-12-14,12,2018,16,0,3,0,0,0,0,0,0,6708.0,2403.0,1,0,1,1,1.3333333333333333,4.666666666666667,890,14,3.0,4,1,7,83.22929671244277
austin,11312 Naples Cv,78739,30.189298629760746,-97.90266418457033,1.98,0,True,True,False,True,False,False,Single Family,0,2005,569900.0,3,2018-11-16,11,2018,30,0,3,1,0,0,0,0,0,10018.0,3515.0,1,0,1,1,1.6000000000000003,8.666666666666666,1664,18,4.0,4,2,20,162.13371266002844
austin,6303 London Dr,78745,30.21486854553223,-97.81595611572266,1.98,2,False,True,True,True,False,True,Single Family,2,1976,535000.0,2,2020-06-10,6,2020,40,0,5,3,2,3,0,1,0,8407.0,1420.0,1,0,1,1,1.1333333333333335,4.666666666666667,890,14,2.0,3,1,49,376.76056338028167
austin,6301 Bexton Cir,78745,30.215091705322266,-97.81504821777344,1.98,0,False,True,False,True,False,False,Single Family,0,1976,400000.0,3,2019-10-04,10,2019,30,0,1,1,1,0,0,0,0,9147.0,1420.0,1,0,1,1,1.0666666666666669,4.666666666666667,890,14,2.0,3,1,49,281.6901408450704
austin,6701 Back Bay Ln,78739,30.1894645690918,-97.89832305908205,1.98,2,True,True,True,True,False,False,Single Family,2,2002,665000.0,2,2020-12-01,12,2020,36,0,3,2,1,1,0,0,0,11761.2,3167.0,1,0,1,1,1.5666666666666669,8.666666666666666,1664,18,3.0,5,2,23,209.977897063467
austin,1803 Forestglade Dr,78745,30.22380256652832,-97.7894287109375,1.98,0,False,True,False,True,False,False,Single Family,0,1959,325000.0,3,2019-09-30,9,2019,12,0,1,0,1,0,0,0,0,7230.0,1016.0,1,0,1,1,1.3333333333333333,4.0,803,12,1.0,3,1,66,319.88188976377955
austin,6441 Old Harbor Ln,78739,30.19118690490723,-97.89081573486328,1.98,2,True,True,True,True,False,False,Single Family,2,1989,379500.0,2,2019-03-21,3,2019,38,0,5,2,0,0,0,0,0,7579.0,2082.0,1,0,1,1,1.3666666666666665,9.0,1755,18,3.0,3,2,36,182.27665706051874
austin,6301 York Bridge Cir,78749,30.203481674194336,-97.87376403808594,1.98,0,True,True,False,True,False,False,Single Family,0,2004,425000.0,2,2018-03-09,3,2018,17,0,0,1,0,0,0,0,0,8712.0,2177.0,1,0,1,1,1.0666666666666669,9.0,1670,18,2.0,3,1,21,195.22278364722095
austin,1807 Forestglade Dr,78745,30.223989486694336,-97.78980255126952,1.98,1,False,True,True,True,False,True,Single Family,1,1959,674900.0,4,2020-08-17,8,2020,70,0,7,2,1,1,0,0,0,8145.0,1663.0,1,0,1,1,1.3333333333333333,4.0,803,12,2.0,3,1,66,405.832832230908
austin,6207 Tasajillo Trl,78739,30.195890426635746,-97.8874740600586,1.98,0,True,True,False,True,False,False,Single Family,0,2001,429900.0,6,2019-09-10,9,2019,25,0,4,1,4,1,0,1,0,5749.0,1992.0,1,0,1,1,1.2,9.0,1755,18,2.0,3,1,24,215.8132530120482
austin,8636 Barrow Glen Loop,78749,30.204532623291016,-97.85663604736328,1.98,2,True,True,True,True,False,True,Single Family,2,1998,420000.0,5,2018-11-29,11,2018,31,0,4,2,0,0,0,0,0,8189.0,2918.0,1,0,1,1,1.4333333333333336,6.666666666666668,1460,16,3.0,4,2,27,143.9342015078821
austin,11321 Larue Belle Ln,78739,30.188663482666016,-97.90283203125,1.98,0,True,True,False,True,False,True,Single Family,0,2005,309500.0,14,2018-07-17,7,2018,31,0,3,1,0,0,0,0,0,8755.0,3237.0,1,0,1,1,1.6666666666666667,8.666666666666666,1664,18,4.0,4,2,20,95.61322211924622
austin,1405 Homespun Rd,78745,30.20907020568848,-97.79354095458984,1.98,0,True,True,False,True,False,True,Condo,0,2015,425000.0,1,2019-07-19,7,2019,1,0,7,1,3,2,0,1,0,7840.0,1844.0,1,0,1,1,0.5666666666666668,4.0,925,14,3.0,3,2,10,230.4772234273319
austin,6801 Blissfield Dr,78739,30.19036674499512,-97.90095520019533,1.98,2,True,True,True,True,False,True,Single Family,2,2004,628000.0,4,2020-07-06,7,2020,81,0,6,2,0,0,0,0,0,8973.0,3372.0,1,0,1,1,1.5666666666666669,8.666666666666666,1664,18,4.0,4,2,21,186.23962040332148
austin,5106 Kings Hwy,78745,30.21942901611328,-97.79254913330078,1.98,0,False,True,False,True,False,False,Single Family,0,1962,389000.0,3,2019-08-30,8,2019,34,0,2,1,2,1,0,1,0,11761.2,1272.0,1,0,1,1,1.366666666666667,4.666666666666667,890,14,2.0,3,1,63,305.8176100628931
austin,8624 Barrow Glen Loop,78749,30.204160690307614,-97.85623168945312,1.98,2,True,True,True,True,False,False,Single Family,2,1997,450000.0,2,2020-09-16,9,2020,1,0,4,2,3,1,0,2,0,7405.0,2046.0,1,0,1,1,1.4,6.666666666666668,1460,16,2.0,3,1,28,219.94134897360703
austin,6704 Back Bay Ln,78739,30.1900691986084,-97.89856719970705,1.98,2,True,True,True,True,False,False,Single Family,2,2002,524900.0,1,2018-04-13,4,2018,1,0,0,2,0,0,0,0,0,10585.0,3139.0,1,0,1,1,1.5666666666666669,8.666666666666666,1664,18,3.0,5,2,23,167.2188595093979
austin,5702 Cherry Creek Dr,78745,30.21993064880371,-97.80801391601562,1.98,2,False,True,True,True,False,False,Single Family,2,1971,379997.0,8,2018-12-07,12,2018,34,0,3,2,0,0,0,0,0,11761.2,2122.0,1,0,1,1,0.9666666666666668,4.666666666666667,890,14,3.0,4,2,54,179.07492931196984
austin,4456 Bremner Dr,78749,30.196533203125,-97.85862731933594,1.98,2,True,True,True,True,False,False,Single Family,2,1999,365000.0,1,2020-07-02,7,2020,22,0,5,2,1,0,0,0,0,6969.0,1755.0,1,0,1,1,1.3333333333333333,6.666666666666668,1460,16,2.0,3,1,26,207.97720797720797
austin,6215 Tasajillo Trl,78739,30.19604110717773,-97.88809967041016,1.98,0,True,True,False,True,False,False,Single Family,0,1999,500000.0,5,2020-01-02,1,2020,30,0,3,1,2,1,0,1,0,5445.0,2861.0,1,0,1,1,1.2,9.0,1755,18,4.0,4,2,26,174.76406850751485
austin,1507 Casa Dr,78745,30.2100830078125,-97.79431915283205,1.98,2,True,False,True,False,False,False,Single Family,2,2015,389000.0,1,2018-04-07,4,2018,1,0,7,2,0,0,0,0,0,7840.0,1584.0,1,0,1,1,0.6333333333333333,4.0,925,14,3.0,3,2,10,245.58080808080808
austin,8616 Barrow Glen Loop,78749,30.203914642333984,-97.85597229003906,1.98,0,True,True,False,True,False,False,Single Family,0,1996,380000.0,1,2019-02-15,2,2019,32,0,2,1,0,0,0,0,0,7187.0,2105.0,1,0,1,1,1.3666666666666665,6.666666666666668,1460,16,2.0,3,1,29,180.52256532066508
austin,4452 Bremner Dr,78749,30.19648742675781,-97.8584442138672,1.98,0,True,True,False,True,False,False,Single Family,0,1999,335000.0,1,2019-05-21,5,2019,1,0,0,1,0,0,0,0,0,6969.0,1612.0,1,0,1,1,1.3333333333333333,6.666666666666668,1460,16,2.0,3,1,26,207.8163771712159
austin,4501 Muskdeer Dr,78749,30.20362663269043,-97.85514068603516,1.98,2,True,True,True,True,False,False,Single Family,2,1994,359900.0,2,2019-06-20,6,2019,29,0,3,2,0,0,0,0,0,11325.6,1656.0,1,0,1,1,1.3333333333333333,6.666666666666668,1460,16,2.0,3,1,31,217.33091787439614
austin,1808 Saint Albans Blvd,78745,30.21816253662109,-97.79425048828124,1.98,0,False,True,False,True,False,False,Single Family,0,1964,464900.0,2,2018-09-12,9,2018,26,0,2,1,0,0,0,0,0,9452.0,1554.0,1,0,1,1,1.2666666666666666,4.666666666666667,890,14,2.0,3,1,61,299.1634491634492
austin,4505 Muskdeer Dr,78749,30.203767776489247,-97.8553237915039,1.98,0,True,True,False,True,False,False,Single Family,0,1995,419900.0,2,2018-09-07,9,2018,30,0,4,1,0,0,0,0,0,8319.0,1878.0,1,0,1,1,1.3666666666666665,6.666666666666668,1460,16,2.0,3,1,30,223.58892438764644
austin,7132 Tanaqua Ln,78739,30.19038391113281,-97.9018325805664,1.98,0,True,True,False,True,False,False,Single Family,0,2005,625000.0,1,2018-05-18,5,2018,40,0,3,1,0,0,0,0,0,9626.0,3646.0,1,0,1,1,1.5666666666666669,8.666666666666666,1664,18,4.0,4,2,20,171.4207350521119
austin,2300 Standish Dr,78745,30.216630935668945,-97.80342864990234,1.98,2,False,True,True,True,False,True,Single Family,2,1969,419900.0,4,2018-07-11,7,2018,30,0,3,2,0,0,0,0,0,9931.0,2263.0,1,0,1,1,1.0333333333333334,4.666666666666667,890,14,2.0,4,1,56,185.55015466195317
austin,8924 W Hove Loop,78749,30.20101356506348,-97.85570526123048,1.98,2,True,True,True,True,False,False,Single Family,2,1999,369200.0,1,2018-03-29,3,2018,20,0,4,2,0,0,0,0,0,5793.0,1945.0,1,0,1,1,1.3333333333333333,6.666666666666668,1460,16,3.0,3,2,26,189.82005141388174
austin,7312 Doswell Ln,78739,30.19284439086914,-97.90477752685548,1.98,0,True,True,False,True,False,True,Single Family,0,2004,624500.0,1,2019-10-10,10,2019,1,0,4,1,0,0,0,0,0,12196.8,3550.0,1,0,1,1,1.5666666666666669,8.666666666666666,1664,18,4.0,5,1,21,175.91549295774647
austin,5501 Pine Meadow Dr,78745,30.21208190917969,-97.78643035888672,1.98,2,False,True,True,True,False,False,Single Family,2,1971,619500.0,2,2020-07-31,7,2020,63,0,7,2,2,1,0,2,0,10105.0,1932.0,1,0,1,1,0.7333333333333334,4.0,925,14,3.0,4,1,54,320.6521739130435
austin,4621 Muskdeer Dr,78749,30.20465850830078,-97.85623931884766,1.98,0,True,True,False,True,False,False,Single Family,0,1996,440000.0,2,2020-02-10,2,2020,23,0,4,1,1,3,0,3,0,6969.0,2075.0,1,0,1,1,1.3999999999999997,6.666666666666668,1460,16,2.0,3,1,29,212.04819277108433
austin,4711 Clawson Rd,78745,30.22121620178223,-97.78643035888672,1.98,1,False,True,True,True,False,False,Single Family,1,1959,369990.0,5,2019-10-31,10,2019,19,0,4,2,0,3,0,1,0,6577.0,1029.0,1,0,1,1,1.4666666666666668,4.0,803,12,2.0,3,1,66,359.56268221574345
austin,6625 Tasajillo Trl,78739,30.19609642028809,-97.88916015625,1.98,0,True,True,False,True,False,False,Single Family,0,2001,439000.0,3,2019-01-09,1,2019,7,0,4,1,0,0,0,0,0,5445.0,1821.0,1,0,1,1,1.2333333333333334,9.0,1755,18,3.0,3,1,24,241.07633168588688
austin,4438 E Hove Loop,78749,30.20176124572754,-97.85472106933594,1.98,2,True,True,True,True,False,False,Single Family,2,1999,375000.0,1,2020-06-15,6,2020,29,0,4,2,3,2,0,1,0,6490.0,2324.0,1,0,1,1,1.3,6.666666666666668,1460,16,3.0,4,2,26,161.35972461273667
austin,10801 Ariock Ln,78739,30.192522048950195,-97.89735412597656,1.98,2,True,True,True,True,False,True,Single Family,2,2002,509000.0,4,2019-09-25,9,2019,35,0,4,2,0,0,0,0,0,8537.0,3062.0,1,0,1,1,1.4666666666666668,8.666666666666666,1664,18,3.0,4,2,23,166.23122142390594
austin,2805 Dublin Dr,78745,30.216663360595703,-97.81356811523438,1.98,2,False,True,True,True,False,False,Single Family,2,1977,500000.0,3,2020-09-10,9,2020,30,0,3,2,1,0,0,0,0,6490.0,1413.0,1,0,1,1,1.0333333333333334,4.666666666666667,890,14,2.0,3,1,48,353.8570417551309
austin,8540 Copano Dr,78749,30.20447158813477,-97.85450744628906,1.98,2,True,True,True,True,False,True,Single Family,2,1997,480000.0,3,2018-05-31,5,2018,22,0,6,2,0,0,0,0,0,6926.0,3510.0,1,0,1,1,1.3333333333333333,6.666666666666668,1460,16,3.0,4,2,28,136.75213675213675
austin,4715 Clawson Rd,78745,30.22090530395508,-97.78665924072266,1.98,0,False,True,False,True,False,False,Condo,0,1959,325950.0,5,2019-03-26,3,2019,26,0,2,0,0,0,0,0,0,7884.0,1409.0,1,0,1,1,1.4333333333333331,4.0,803,12,2.0,3,1,66,231.33427963094394
austin,5928 Salcon Cliff Dr,78749,30.206926345825195,-97.87535858154295,1.98,2,True,True,True,True,False,False,Single Family,2,1999,467500.0,2,2020-07-23,7,2020,35,0,3,2,1,3,0,0,0,5797.0,2311.0,1,0,1,1,1.0333333333333334,9.0,1670,18,3.0,3,2,26,202.29337948939852
austin,2901 Dublin Dr,78745,30.216777801513672,-97.81370544433594,1.98,0,False,True,False,True,False,False,Single Family,0,1977,364900.0,4,2018-02-24,2,2018,27,0,4,1,0,0,0,0,0,6359.0,1333.0,1,0,1,1,1.0333333333333334,4.666666666666667,890,14,2.0,3,1,48,273.74343585896474
austin,6501 Needham Ln,78739,30.192228317260746,-97.89320373535156,1.98,2,True,True,True,True,False,True,Single Family,2,1989,449900.0,10,2019-11-14,11,2019,50,0,3,3,1,0,0,2,0,7187.0,2918.0,1,0,1,1,1.4333333333333331,9.0,1755,18,3.0,5,2,36,154.1809458533242
austin,8532 Copano Dr,78749,30.204700469970703,-97.85421752929688,1.98,0,True,True,False,True,False,False,Single Family,0,1995,420000.0,4,2019-06-24,6,2019,25,0,7,1,0,3,0,0,0,6882.0,2023.0,1,0,1,1,1.3333333333333333,6.666666666666668,1460,16,2.0,4,1,30,207.61245674740485
austin,11825 Rosario Cv,78739,30.18247985839844,-97.90711212158205,1.98,2,True,True,True,True,False,False,Single Family,2,2013,578000.0,1,2020-08-21,8,2020,30,0,2,2,2,0,0,0,0,7840.0,2601.0,1,0,1,1,2.3000000000000003,9.0,1755,18,4.0,4,2,12,222.22222222222223
austin,5924 Salcon Cliff Dr,78749,30.20717811584473,-97.87523651123048,1.98,0,True,True,False,True,False,False,Single Family,0,1999,415000.0,4,2019-06-20,6,2019,32,0,3,1,1,0,0,1,0,5793.0,2401.0,1,0,1,1,1.0333333333333334,9.0,1670,18,3.0,4,2,26,172.84464806330695
austin,6444 Old Harbor Ln,78739,30.19074630737305,-97.89111328125,1.98,2,True,True,True,True,False,False,Single Family,2,1990,539000.0,1,2020-04-10,4,2020,35,0,6,2,1,3,0,0,0,10846.0,2954.0,1,0,1,1,1.3666666666666665,9.0,1755,18,3.0,4,2,35,182.46445497630333
austin,1701 Crown Dr,78745,30.22475624084473,-97.78743743896484,1.98,4,False,True,True,True,False,False,Single Family,4,1958,359000.0,1,2019-11-18,11,2019,32,0,4,3,2,0,0,0,0,8102.0,1048.0,1,0,1,1,1.4,4.0,803,12,1.0,3,1,67,342.55725190839695
austin,4534 Corran Ferry Loop,78749,30.20214462280273,-97.85393524169922,1.98,2,True,True,True,True,False,True,Single Family,2,2000,325000.0,2,2020-03-27,3,2020,36,0,3,2,1,1,0,1,0,6272.0,1560.0,0,0,0,0,1.838295658649848,5.778694090331862,1237,15,2.0,3,1,25,208.33333333333334
austin,6600 Walebridge Ln,78739,30.192243576049805,-97.89652252197266,1.98,2,True,True,True,True,False,False,Single Family,2,2002,524900.0,3,2019-07-15,7,2019,1,0,4,2,2,3,0,1,0,9452.0,3021.0,1,0,1,1,1.4666666666666668,8.666666666666666,1664,18,3.0,4,2,23,173.75041377027475
austin,2513 Carlow Dr,78745,30.211997985839844,-97.81015014648438,1.98,0,False,True,False,True,False,False,Single Family,0,1972,354900.0,1,2019-07-01,7,2019,48,0,8,1,1,0,0,0,0,6141.0,1304.0,1,0,1,1,0.8666666666666667,4.0,840,13,2.0,4,1,53,272.16257668711654
austin,8501 Moose Cv,78749,30.20518684387207,-97.85430145263672,1.98,0,True,True,False,True,False,False,Single Family,0,1995,410000.0,1,2019-09-26,9,2019,31,0,3,1,3,1,0,1,0,9583.0,1861.0,1,0,1,1,1.3666666666666665,6.666666666666668,1460,16,2.0,3,1,30,220.31166039763568
austin,7228 Tanaqua Ln,78739,30.19003486633301,-97.9037857055664,1.98,0,True,True,False,True,False,False,Single Family,0,2005,582500.0,3,2018-05-25,5,2018,38,0,3,1,0,0,0,0,0,9713.0,3515.0,1,0,1,1,1.6333333333333335,8.666666666666666,1664,18,4.0,4,2,20,165.71834992887625
austin,5220 Kings Hwy,78745,30.21696281433105,-97.79254913330078,1.98,0,False,True,False,True,False,False,Single Family,0,1964,399000.0,1,2019-12-06,12,2019,29,0,7,2,1,0,0,0,0,9321.0,1182.0,1,0,1,1,1.3333333333333333,4.666666666666667,890,14,2.0,3,1,61,337.56345177664974
austin,8406 Horton Trl,78749,30.20357322692871,-97.84745025634766,1.98,2,False,True,True,True,False,False,Single Family,2,1985,358000.0,5,2020-10-07,10,2020,30,0,7,3,3,1,0,2,0,6272.0,1677.0,1,0,1,1,1.5666666666666669,4.666666666666667,887,14,3.0,3,2,40,213.47644603458556
austin,1105 Radam Cir,78745,30.21337127685547,-97.7857437133789,1.98,0,False,True,False,True,False,False,Single Family,0,1971,359900.0,5,2018-11-16,11,2018,1,0,3,1,0,0,0,0,0,9147.0,1662.0,1,0,1,1,0.7999999999999999,4.0,925,14,2.0,4,1,54,216.54632972322503
austin,2307 Whitestone Dr,78745,30.216205596923828,-97.80347442626952,1.98,2,False,True,True,True,False,False,Single Family,2,1969,375000.0,1,2020-07-16,7,2020,2,0,0,2,0,1,0,0,0,10628.0,1428.0,1,0,1,1,1.0333333333333334,4.666666666666667,890,14,2.0,4,1,56,262.60504201680675
manor,5214 Kings Hwy,78745,30.2176570892334,-97.7926025390625,1.98,0,False,True,False,True,False,False,Single Family,0,1963,419000.0,2,2018-08-09,8,2018,30,0,6,1,0,0,0,0,0,10105.0,2031.0,1,0,1,1,1.366666666666667,4.666666666666667,890,14,2.0,3,1,62,206.30231413096996
austin,6106 Tasajillo Trl,78739,30.19587326049805,-97.88575744628906,1.98,0,True,True,False,True,False,True,Single Family,0,1997,450000.0,2,2019-12-10,12,2019,33,0,7,1,2,3,0,2,0,8176.0,1508.0,1,0,1,1,1.1333333333333335,9.0,1755,18,2.0,2,1,28,298.40848806366046
austin,8513 Moose Cv,78749,30.20476531982422,-97.85477447509766,1.98,2,True,True,True,True,False,False,Single Family,2,1995,449900.0,1,2020-07-20,7,2020,54,0,4,2,1,1,0,2,0,9147.0,2059.0,1,0,1,1,1.3999999999999997,6.666666666666668,1460,16,3.0,3,2,30,218.50412821758135
austin,1701 Fair Oaks Dr,78745,30.217927932739247,-97.79240417480467,1.98,2,False,True,True,True,False,False,Single Family,2,1963,450000.0,1,2020-10-20,10,2020,26,0,8,3,2,1,0,0,0,9147.0,1444.0,1,0,1,1,1.4,4.666666666666667,890,14,2.0,4,2,62,311.6343490304709
austin,4601 Moose Dr,78749,30.205360412597656,-97.854736328125,1.98,0,True,True,False,True,False,False,Single Family,0,1996,395000.0,3,2018-10-09,10,2018,25,0,5,1,0,0,0,0,0,7361.0,2075.0,1,0,1,1,1.3666666666666665,6.666666666666668,1460,16,2.0,3,1,29,190.36144578313252
austin,7212 Tanaqua Ln,78739,30.190488815307614,-97.90298461914062,1.98,0,True,True,False,True,False,False,Single Family,0,2005,569900.0,3,2019-06-05,6,2019,1,0,3,1,0,0,0,0,0,10018.0,3372.0,1,0,1,1,1.6,8.666666666666666,1664,18,4.0,4,2,20,169.00948991696322
austin,4609 Moose Dr,78749,30.20553207397461,-97.85508728027344,1.98,2,True,True,True,True,True,False,Single Family,2,1996,495000.0,3,2020-12-23,12,2020,32,0,3,2,0,1,0,0,0,6011.0,2038.0,1,0,1,1,1.3999999999999997,6.666666666666668,1460,16,2.0,4,1,29,242.88518155053976
austin,2608 Aldford Dr,78745,30.21112632751465,-97.81229400634766,1.98,1,False,True,True,True,False,False,Single Family,1,1973,389000.0,2,2020-07-01,7,2020,28,0,2,2,0,1,0,0,0,9104.0,1657.0,1,0,1,1,0.9333333333333332,4.0,840,13,2.0,4,1,52,234.7616173808087
austin,6908 Tanaqua Ln,78739,30.187456130981445,-97.90203094482422,1.98,0,True,True,False,True,False,False,Single Family,0,2003,499999.0,7,2018-08-21,8,2018,26,0,3,1,0,0,0,0,0,9191.0,2962.0,1,0,1,1,1.7,8.666666666666666,1664,18,3.0,4,1,22,168.80452397029035
austin,4525 Corran Ferry Loop,78749,30.20223045349121,-97.85326385498048,1.98,2,True,True,True,True,False,False,Single Family,2,2000,350000.0,4,2020-08-24,8,2020,34,0,3,2,2,1,0,1,0,5793.0,1501.0,1,0,1,1,1.2666666666666666,6.666666666666668,1460,16,2.0,3,1,25,233.17788141239174
austin,6617 Back Bay Ln,78739,30.18953514099121,-97.89789581298828,1.98,2,True,True,True,True,False,False,Single Family,2,2002,550000.0,2,2019-07-17,7,2019,34,0,8,2,1,0,0,1,0,10890.0,2997.0,1,0,1,1,1.5333333333333332,8.666666666666666,1664,18,3.0,4,2,23,183.51685018351685
austin,1908 Forest Hill Dr,78745,30.22572135925293,-97.79029083251952,1.98,1,False,True,True,True,False,False,Single Family,1,1956,239000.0,4,2019-10-25,10,2019,27,0,8,3,0,0,0,0,0,7753.0,1123.0,1,0,1,1,1.2666666666666666,4.0,803,12,2.0,3,1,69,212.82279608192343
austin,2703 Nordham Dr,78745,30.21125221252441,-97.8150405883789,1.98,0,False,True,False,True,False,False,Single Family,0,1977,449000.0,1,2018-08-16,8,2018,26,0,5,1,0,0,0,0,0,6359.0,1638.0,1,0,1,1,1.1333333333333333,4.666666666666667,890,14,2.0,3,1,48,274.1147741147741
austin,8405 Washita Dr,78749,30.20454978942871,-97.84844970703124,1.98,0,False,True,False,True,False,False,Single Family,0,1986,285000.0,5,2019-07-19,7,2019,22,0,3,1,2,0,0,1,0,6054.0,1495.0,1,0,1,1,1.5666666666666669,4.666666666666667,887,14,2.5,3,2,39,190.63545150501673
austin,4206 Alexandria Dr,78749,30.20408821105957,-97.8487319946289,1.98,0,False,True,False,True,False,True,Single Family,0,1986,400000.0,2,2019-08-29,8,2019,28,0,2,1,1,0,0,0,0,7623.0,1495.0,1,0,1,1,1.6,4.666666666666667,887,14,3.0,3,2,39,267.55852842809367
austin,1902 Forest Hill Dr,78745,30.22547721862793,-97.789794921875,1.98,1,False,True,True,True,False,False,Single Family,1,1956,315000.0,3,2019-03-27,3,2019,26,0,3,2,0,0,0,0,0,7623.0,888.0,1,0,1,1,1.3,4.0,803,12,1.0,3,1,69,354.72972972972974
austin,11308 Savin Hill Ln,78739,30.18249320983887,-97.8913345336914,1.98,0,True,True,False,True,False,False,Single Family,0,1995,499990.0,3,2019-08-15,8,2019,62,0,3,1,1,3,0,1,0,14374.8,2318.0,1,0,1,1,1.6333333333333335,9.0,1755,18,2.0,3,1,30,215.69887834339949
austin,2521 Amur Dr,78745,30.214618682861328,-97.81023406982422,1.98,2,True,True,True,True,False,False,Single Family,2,2012,419900.0,1,2020-07-28,7,2020,30,0,7,2,2,1,0,1,0,9016.0,1882.0,1,0,1,1,0.9,4.0,840,13,3.0,3,2,13,223.11370882040382
austin,4600 Muskdeer Dr,78749,30.20428466796875,-97.85514068603516,1.98,2,True,True,True,True,False,False,Single Family,2,1996,450000.0,2,2020-01-31,1,2020,26,0,1,2,1,0,0,2,0,6882.0,2038.0,1,0,1,1,1.3999999999999997,6.666666666666668,1460,16,2.0,4,1,29,220.80471050049067
austin,10725 Maelin Dr,78739,30.191614151000977,-97.90220642089844,1.98,0,True,True,False,True,False,True,Single Family,0,2005,600600.0,1,2019-05-17,5,2019,32,0,4,1,0,1,0,1,0,8276.0,3515.0,1,0,1,1,1.5333333333333334,8.666666666666666,1664,18,4.0,4,2,20,170.86770981507823
austin,2305 Brookhill Dr,78745,30.21533012390137,-97.80406188964844,1.98,2,False,True,True,True,False,False,Single Family,2,1968,365000.0,10,2019-05-03,5,2019,1,0,4,2,0,0,0,0,0,11325.6,1388.0,1,0,1,1,1.0333333333333334,4.666666666666667,890,14,2.0,3,1,57,262.9682997118156
